BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur-Shelf1-8(GigabitEthernet0/2/8)-BHP3335-Shelf1-1(GigabitEthernet0/2/1),BHP0062_BHP3335,L2 Link,Central B,BAHAWALPUR,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP9,10.210.146.1,Shelf1-8(GigabitEthernet0/2/8),10.210.157.210,BHP3335__S_ Model Town A,ATN910C-G,10.210.146.18,Shelf1-1(GigabitEthernet0/2/1),10.210.157.209,10GE,10,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur_GigabitEthernet0/2/8,BHP3335__S_ Model Town A_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur-Shelf1-13(GigabitEthernet0/2/13)-BHP3101-Shelf1-0(GigabitEthernet0/2/0),BHP0062_BHP3101,L2 Link,Central B,BAHAWALPUR,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP6,10.210.146.1,Shelf1-13(GigabitEthernet0/2/13),10.210.157.137,BHP3101__P_BalochColonyBHP,ATN910C-G,10.210.146.26,Shelf1-0(GigabitEthernet0/2/0),10.210.157.138,10GE,10,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur_GigabitEthernet0/2/13,BHP3101__P_BalochColonyBHP_GigabitEthernet0/2/0,2023-07-04 00:00:00
BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur-Shelf1-2(GigabitEthernet0/2/2)-BHP7733-Shelf1-1(GigabitEthernet0/2/1),BHP0062_BHP7733,L2 Link,Central B,BAHAWALPUR,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP4,10.210.146.1,Shelf1-2(GigabitEthernet0/2/2),10.210.157.110,BHP7733__S_MuhallaGhareebAbad,ATN910C-G,10.210.146.15,Shelf1-1(GigabitEthernet0/2/1),10.210.157.109,FE,10,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur_GigabitEthernet0/2/2,BHP7733__S_MuhallaGhareebAbad_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur-Shelf1-3(GigabitEthernet0/2/3)-BHP0878-Shelf1-0(GigabitEthernet0/2/0),BHP0062_BHP0878,L2 Link,Central B,BAHAWALPUR,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP4,10.210.146.1,Shelf1-3(GigabitEthernet0/2/3),10.210.157.85,BHP0878__S_Fareed_Park_BW5861,ATN910C-G,10.210.146.10,Shelf1-0(GigabitEthernet0/2/0),10.210.157.86,FE,10,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur_GigabitEthernet0/2/3,BHP0878__S_Fareed_Park_BW5861_GigabitEthernet0/2/0,2023-07-04 00:00:00
BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur-Shelf1-12(GigabitEthernet0/2/12)-BHP3580-Shelf1-1(GigabitEthernet0/2/1),BHP0062_BHP3580,L2 Link,Central B,BAHAWALPUR,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP3,10.210.146.1,Shelf1-12(GigabitEthernet0/2/12),10.210.157.82,BHP3580__S_RailwayHabibColony,ATN910C-G,10.210.146.91,Shelf1-1(GigabitEthernet0/2/1),10.210.157.81,FE,10,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur_GigabitEthernet0/2/12,BHP3580__S_RailwayHabibColony_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP3504__P_EidGahRoad-Shelf1-0(GigabitEthernet0/2/0)-BHP0879-Shelf1-1(GigabitEthernet0/2/1),BHP3504_BHP0879,L2 Link,Central B,BAHAWALPUR,BHP3504__P_EidGahRoad,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP2,10.210.146.3,Shelf1-0(GigabitEthernet0/2/0),10.210.157.22,BHP0879__S_Ahmedpuri_Gate_Bahwalpur_BW5863,ATN910C-G,10.210.146.2,Shelf1-1(GigabitEthernet0/2/1),10.210.157.21,10GE,10,BHP3504__P_EidGahRoad_GigabitEthernet0/2/0,BHP0879__S_Ahmedpuri_Gate_Bahwalpur_BW5863_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur-Shelf1-0(GigabitEthernet0/2/0)-BHP0879-Shelf1-0(GigabitEthernet0/2/0),BHP0062_BHP0879,L2 Link,Central B,BAHAWALPUR,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP2,10.210.146.1,Shelf1-0(GigabitEthernet0/2/0),10.210.157.17,BHP0879__S_Ahmedpuri_Gate_Bahwalpur_BW5863,ATN910C-G,10.210.146.2,Shelf1-0(GigabitEthernet0/2/0),10.210.157.18,10GE,10,BHP0062__AL Karim Plaza Circular Road Near Darawri Gate Bahawalpur_GigabitEthernet0/2/0,BHP0879__S_Ahmedpuri_Gate_Bahwalpur_BW5863_GigabitEthernet0/2/0,2023-07-04 00:00:00
PSH1854-Shelf1-0(GigabitEthernet0/2/0)-PSH0535-Shelf1-1(GigabitEthernet0/2/1),PSH1854_PSH0535,L2 Link,North,PESHAWAR,PSH1854,ATN910C-G,ROOT/NWD FTTS/FTTS PSH/PSH12,10.210.134.107,Shelf1-0(GigabitEthernet0/2/0),10.210.165.182,PSH0535,ATN910C-G,10.210.134.106,Shelf1-1(GigabitEthernet0/2/1),10.210.165.181,10GE,10,PSH1854_GigabitEthernet0/2/0,PSH0535_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP7941-Shelf1-1(GigabitEthernet0/2/1)-BHP(MGW0003)-Shelf1-1(GigabitEthernet0/2/1),BHP7941_BHP(MGW,L2 Link,Central B,BAHAWALPUR,BHP7941__P_Mansoor_Town,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP8,10.210.146.71,Shelf1-1(GigabitEthernet0/2/1),10.210.157.193,BHP(MGW0003),ATN910C-G,10.210.146.72,Shelf1-1(GigabitEthernet0/2/1),10.210.157.194,10GE,10,BHP7941__P_Mansoor_Town_GigabitEthernet0/2/1,BHP(MGW0003)_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP4344__P_ModelTown-Shelf1-0(GigabitEthernet0/2/0)-BHP3581-Shelf1-1(GigabitEthernet0/2/1),BHP4344_BHP3581,L2 Link,Central B,BAHAWALPUR,BHP4344__P_ModelTown,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP9,10.210.146.17,Shelf1-0(GigabitEthernet0/2/0),10.210.157.202,BHP3581,ATN910C-G,10.210.146.16,Shelf1-1(GigabitEthernet0/2/1),10.210.157.201,10GE,10,BHP4344__P_ModelTown_GigabitEthernet0/2/0,BHP3581_GigabitEthernet0/2/1,2023-07-04 00:00:00
BHP3335-Shelf1-0(GigabitEthernet0/2/0)-BHP4344-Shelf1-1(GigabitEthernet0/2/1),BHP3335_BHP4344,L2 Link,Central B,BAHAWALPUR,BHP3335__S_ Model Town A,ATN910C-G,ROOT/NWD FTTS/FTTS BHP/BHP9,10.210.146.18,Shelf1-0(GigabitEthernet0/2/0),10.210.157.206,BHP4344__P_ModelTown,ATN910C-G,10.210.146.17,Shelf1-1(GigabitEthernet0/2/1),10.210.157.205,10GE,10,BHP3335__S_ Model Town A_GigabitEthernet0/2/0,BHP4344__P_ModelTown_GigabitEthernet0/2/1,2023-07-04 00:00:00
