387,0101000020E6100000289B728577DB5140185B087250FE4040,PSH0037,33.98683,71.42917,North,PESHAWAR
388,0101000020E6100000D61C2098A33751404BE5ED08A76D3A40,JMH7054,26.42833,68.86936,South,Jamrao Head
389,0101000020E610000021020EA14A5952406B82A8FB00F44040,MRE1045,33.90628,73.39518,North,MURREE
390,0101000020E61000003480B740827652409E5E29CB10073F40,PTT0325,31.0276,73.8517,Central A,Pattoki
391,0101000020E6100000645DDC4603305140B5A679C7298A3B40,KPU0369,27.5397,68.7502,South,Khairpur
392,0101000020E610000014ED2AA4FC145240ACFF73982F473F40,JHG3842,31.27807,72.32792,Central B,Jhang
393,0101000020E6100000ABCFD556ECC35040696FF085C9E43840,D0004,24.8937,67.0613,South,Karachi
394,0101000020E61000001C25AFCE31BA51409279E40F06D63F40,DIK1096,31.83603,70.90929,North,DI KHAN
395,0101000020E610000019E76F4221F051408FE4F21FD2134140,CHD1094,34.15485,71.75203,North,Charsadda
396,0101000020E61000001618B2BAD5B15140BE6A65C22F614040,HWY1172,32.75927,70.77867,North,GandiChowk
397,0101000020E61000009CA223B9FC1F5140BB270F0BB5463B40,RAN0379,27.2762,68.4998,South,RANI PUR
398,0101000020E61000001D386744692952403F575BB1BFC84040,FTJ1207,33.56835,72.64705,North,FATEH JANG
399,0101000020E61000001B2FDD2406A1524076711B0DE03D4040,SKT0315,32.4834,74.516,Central A,Sialkot
400,0101000020E6100000A4060DDC45C15040BB4D131159DD3840,D0159,24.8646403,67.01988889,South,Karachi
401,0101000020E6100000FE65F7E4615152404772F90FE9E73F40,HWY0394,31.9059,73.2716,Central A,Highway
402,0101000020E6100000522AE109BD37524061376C5B94CB4040,HWY7863,33.590465,72.870913,North,VSAT
403,0101000020E6100000176536C8244551404D840D4FAF243C40,GPR6189,28.1433,69.08037,South,Ghouspur
404,0101000020E61000009D465A2A6F1D52401630815B77EF4040,KMA0388,33.87083,72.45991,North,KAMRA
405,0101000020E6100000AF5A99F04B1B514035D252793BD23940,HLA0631,25.82122,68.42651,South,Hala
406,0101000020E6100000645DDC46038452409487855AD3444040,GJR3335,32.5377,74.0627,Central A,Gujrat
407,0101000020E6100000603C8386FE4D52409335EA211AE14040,HWY3630,33.75861,73.21866,North,ISLAMABAD
408,0101000020E610000062DBA2CC063B5140BBB88D06F0FE3A40,HGW5192,26.99585,68.92229,South,Sawan
409,0101000020E6100000DF6C73637A54524002D9EBDD1F9F4040,GJK0837,33.24316,73.31997,North,GOJAR KHAN
410,0101000020E61000006C94F59B897951404AD05FE811B73C40,HWY4262,28.715117,69.899024,Central B,Highway
411,0101000020E610000026F3762169C450405914B86DC6E03840,KHI0057,24.87802778,67.06891667,South,Karachi
412,0101000020E61000007715527E523352407429AE2AFBDE4040,TXA0406,33.74204,72.80191,North,TAXILA
413,0101000020E610000010E9B7AF030F5240F0A7C64B37C14040,HWY1206,33.5095,72.2346,North,Mathial
414,0101000020E6100000691D554D10DD5140CBB9145795C94040,KHT1063,33.57487,71.45412,North,KOHAT
415,0101000020E6100000977329AE2A595240293FA9F6E9084140,NTH0195,34.06964,73.39323,North,NATHYA GALI
416,0101000020E61000009609BFD4CF29524022A64412BD6C4040,HWY2126,32.84952,72.65331,North,Balkaser
417,0101000020E61000002D431CEBE25E5240A60A4625754A4040,MBN9682,32.5817,73.4826,Central A,Mandi Bahuddin
418,0101000020E6100000F54A5986381151405DF8C1F9D4653940,JSO8575,25.397781,68.269075,South,JAMSHORO
419,0101000020E6100000ED0DBE3099165240B22E6EA3010C3E40,VHR4070,30.0469,72.3531,Central A,Vehari
420,0101000020E61000002ECA6C90499C5040CEC7B5A162EC3E40,CMN5092,30.92338,66.44199,South,CHAMAN
421,0101000020E6100000FDBCA9488595514075E5B33C0F6E3C40,RYK0391,28.42992,70.33626,South,Rahim Yar Khan
422,0101000020E6100000174850FC18FB514055C1A8A44E503E40,KNL0433,30.3137,71.9234,Central B,Khanewal
423,0101000020E61000006DE7FBA9F18E5240840D4FAF94653F40,RUR0354,31.3968,74.2335,Central A,Lahore
424,0101000020E6100000DFA63FFB911E524043C5387F13FA3E40,TOB3703,30.97686,72.47766,Central B,Toba
425,0101000020E6100000B7627FD93D295240B5A679C729124040,SGD3825,32.1419,72.6444,Central B,Sargodha
426,0101000020E6100000399CF9D51C485240AA436E861B083F40,TAN4765,31.03167,73.12676,Central B,Tandlianwala
427,0101000020E6100000A835CD3B4E0D5140E9263108AC8C3B40,LKN5091,27.5495,68.2079,South,Larkana
428,0101000020E6100000DC4B1AA37546524044A33B889DA93E40,SHW0326,30.66256,73.10093,Central A,Sahiwal
429,0101000020E61000007B832F4CA6BA51403411363CBD623D40,RUR3545,29.3857,70.9164,Central B,Alipur
430,0101000020E6100000C7F3F84186C6504089999E2C8CF03840,KHI5235,24.93963889,67.10194444,South,Karachi
431,0101000020E6100000B50E5883C1DD51400C7ACAC573313E40,MSC0001,30.1931728,71.4649361,Central B,Multan
432,0101000020E6100000ADFA5C6DC5EE5140C58F31772D613D40,MGW0003,29.3796,71.7308,Central A,Bahawalpur
433,0101000020E61000006DC5FEB27BBE5140D7DD3CD521F73E40,LYA0883,30.96536,70.9763,Central B,Layyah
434,0101000020E6100000183F8D7BF3FA5040C85C19541BC03840,TTA5680,24.750417,67.921111,South,THATTA
435,0101000020E61000006B48DC63E9EB5040A88C7F9F71293940,NOR6021,25.16189,67.68612,South,NOORIABAD
436,0101000020E6100000C3F01131250252408C101E6D1C014140,NWS2639,34.00868,72.03352,North,NOWSHERA
437,0101000020E61000006DE7FBA9F18E5240840D4FAF94653F40,RUR3054,31.3968,74.2335,Central A,Lahore
438,0101000020E6100000EEB1F4A10BCA51402FC03E3A750D4140,KHB1654,34.10514,71.15696,North,Khyber Agency
