Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Multan_1_4_W,P-P Link,Multan,MSC0001,30.1907,71.4506,M2B-LHR-MCH-HRT-01,100GE7/0/1,M2B-MLT-REX-HRT-01,100GE9/0/1,240 G,3,3,100G,Working,"W: MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Multan
P: MC-FRF-Sheikhupura-PindiBhattian-Faisalabad-TobaTek Singh-Khanewal-Multan"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Multan_1_4_P,P-P Link,Multan,MSC0001,30.1907,71.4506,M2B-LHR-MCH-HRT-01,100GE7/0/1,M2B-MLT-REX-HRT-01,100GE9/0/1,240 G,3,3,100G,Protection,"W: MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Multan
P: MC-FRF-Sheikhupura-PindiBhattian-Faisalabad-TobaTek Singh-Khanewal-Multan"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Multan_1_5_W,P-P Link,Multan,MSC0001,30.1907,71.4506,M2B-LHR-MCH-HRT-01,50|100GE10/0/2,M2B-MLT-REX-HRT-01,50|100GE6/1/2,240 G,3,3,100G,Working,"W: MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Multan
P: MC-FRF-Sheikhupura-PindiBhattian-Faisalabad-TobaTek Singh-Khanewal-Multan"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Multan_1_5_P,P-P Link,Multan,MSC0001,30.1907,71.4506,M2B-LHR-MCH-HRT-01,50|100GE10/0/2,M2B-MLT-REX-HRT-01,50|100GE6/1/2,240 G,3,3,100G,Protection,"W: MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Multan
P: MC-FRF-Sheikhupura-PindiBhattian-Faisalabad-TobaTek Singh-Khanewal-Multan"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_KarachiB_1_1_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-LHR-MCH-HRT-01,GigabitEthernet2/0/2,M2B-KHI-BRQ1-HRT-01,GigabitEthernet2/0/2,20 G,2,2,10G,Working,MC-Pattoki-Okara-Sahiwal-Arifwala-Bhawalnagar-Hasilpur-Bhawalpur-Ahmedpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Ranipur-Moro-Nawabshah-Hala-Hyderabad-Jharrak-Thatta-Gharo-BERQ
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_KarachiB_1_2_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-LHR-MCH-HRT-01,Gig3/0/11,M2B-KHI-BRQ1-HRT-01,Gig9/0/3,20 G,2,2,10G,Working,MC-Pattoki-Okara-Sahiwal-Arifwala-Bhawalnagar-Hasilpur-Bhawalpur-Ahmedpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Ranipur-Moro-Nawabshah-Hala-Hyderabad-Jharrak-Thatta-Gharo-BERQ
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_1_1_W,P-P Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/1/2,M2B-MLT-REX-HRT-01,GigabitEthernet4/1/11,10 G,1,1,10G,Working,Faisalabad-Pindibhattain-Sheikhupura-FRF-MC-Pattoki-Okara-Sahiwal-Arifwala-Bhawalnagar-Hasilpur-Lodhran-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_KarachiA_2_1_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/0/5,M2B-KHI-BRQ2-HRT-01,GigabitEthernet2/0/1,50G,4,4,10G,Working,Faisalabad-TobaTek Singh-Khanewal-Hasilpur-Bhawalpur-Ahmadpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Ranipur-Moro-Nawabshah-Hala-Hyderabad-Jharrak-Thatta-MDKA2437-BERQ
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_KarachiA_1_1_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-FSD-ZT2-HRT-01,GigabitEthernet9/0/0,M2B-KHI-BRQ2-HRT-01,GigabitEthernet3/0/1,50G,4,4,10G,Working,Faisalabad-Pindibhattain-Sheikhupura-FRF-MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Ahmadpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Moro-Nawabshah-Halla-Hyderabad-Jharrak-Thatta-BERQ
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_KarachiA_1_3_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-FSD-ZT2-HRT-01,GigabitEthernet9/0/5,M2B-KHI-BRQ2-HRT-01,GigabitEthernet4/0/1 ,50G,4,4,10G,Working,Faisalabad-Pindibhattain-Sheikhupura-FRF-MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Ahmadpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Moro-Nawabshah-Halla-Hyderabad-Jharrak-Thatta-BERQ
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_KarachiA_1_2_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-FSD-ZT2-HRT-01,Gig9/0/6,M2B-KHI-BRQ2-HRT-01,Gig4/0/4,50G,4,4,10G,Working,Faisalabad-Pindibhattain-Sheikhupura-FRF-MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Ahmadpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Moro-Nawabshah-Halla-Hyderabad-Jharrak-Thatta-BERQ
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_KarachiA_1_4_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-FSD-ZT2-HRT-01,Gig 15/1/11,M2B-KHI-BRQ2-HRT-01,Gig 4/0/10,50G,4,4,10G,Working,Faisalabad-Pindibhattain-Sheikhupura-FRF-MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Bhawalpur-Ahmadpur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Moro-Nawabshah-Halla-Hyderabad-Jharrak-Thatta-BERQ
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_1_1_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,GigabitEthernet2/0/1,M2B-KHI-BRQ1-HRT-01,GigabitEthernet2/0/1,160 G,4,4,10G,Working,BERQ-Asia-Nooriabad-Jamshoro-Kalari-Dadu-Mehar-Larkana-Shikarpur-Kashmore-Rajanpur-DG Khan-Muzafargarh-Multan
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_Gujranwala_1_2_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-FRF-HRT-01,GigabitEthernet2/0/3,M2B-GJW-MGW-HRT-01,GigabitEthernet6/0/0,130G,32,,10G,Working,FRF-Gujranwala
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_3_2_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,GigabitEthernet4/1/9,M2B-KHI-BRQ1-HRT-01,GigabitEthernet9/0/1,160 G,4,4,10G,Working,Multan-Muzafargarh-DG Khan-Rajanpur-Kashomre-Shikarpur-Larkana-Mehar-Dadu-Kalari-Jamshoro-Nooriabad-Asia-Anum-Berq
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_3_3_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,Gig4/1/4,M2B-KHI-BRQ1-HRT-01,Gig9/0/2,160 G,4,4,10G,Working,Multan-Muzafargarh-DG Khan-Rajanpur-Kashomre-Shikarpur-Larkana-Mehar-Dadu-Kalari-Jamshoro-Nooriabad-Asia-Anum-Berq
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_3_4_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,Gig4/0/0,M2B-KHI-BRQ1-HRT-01,Gig9/0/0,160 G,4,4,10G,Working,Multan-Muzafargarh-DG Khan-Rajanpur-Kashomre-Shikarpur-Larkana-Mehar-Dadu-Kalari-Jamshoro-Nooriabad-Asia-Anum-Berq
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_3_5_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,Gig 4/1/3,M2B-KHI-BRQ1-HRT-01,Gig 14/0/10,160 G,4,4,10G,Working,Multan-Muzafargarh-DG Khan-Rajanpur-Kashomre-Shikarpur-Larkana-Mehar-Dadu-Kalari-Jamshoro-Nooriabad-Asia-Anum-Berq
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_2_1_W,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,100GE9/1/0,M2B-KHI-BRQ1-HRT-01,100GE10/0/2,160 G,4,4,100G,Working,"W: Multan-Muzafargarh-DG Khan-Rajanpur-Kashomre-Shikarpur-Larkana-Mehar-Dadu-Kalari-Jamshoro-Nooriabad-Asia-Berq
P: Multan-Lodharan-Bhawalpur-AhmadPur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Moro-Nawabshah-Halla-Hyderabad-Jharrak-Thatta-BERQ"
Center B,Multan,MSC0001,30.1907,71.4506,Multan_KarachiB_2_1_P,P-P Link,Karachi,KHI0033,24.83763889,67.11222222,M2B-MLT-REX-HRT-01,100GE9/1/0,M2B-KHI-BRQ1-HRT-01,100GE10/0/2,160 G,4,4,100G,Protection,"W: Multan-Muzafargarh-DG Khan-Rajanpur-Kashomre-Shikarpur-Larkana-Mehar-Dadu-Kalari-Jamshoro-Nooriabad-Asia-Berq
P: Multan-Lodharan-Bhawalpur-AhmadPur-Khanpur-RahimYar Khan-Sadiqabad-Ghotki-Sukkur-Khairpur-Moro-Nawabshah-Halla-Hyderabad-Jharrak-Thatta-BERQ"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreB_2_1_W,P-PE Link,Lahore,RUR3054,31.3968,74.2335,M2B-LHR-FRF-HRT-01,50|100GE 9/0/0,"M2B-LHR-MCH-HRT-02
LM",50|100GE1/0/2,200G,30,0,100G,Working,FRF-MC
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreB_2_2_W,P-PE Link,Lahore,RUR3054,31.3968,74.2335,M2B-LHR-FRF-HRT-01,50|100GE 9/0/1,"M2B-LHR-MCH-HRT-02
LM",50|100GE1/0/0,200G,30,0,100G,Working,FRF-MC
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_1_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE5/1/1,M2B-LHR-KLP-HRT-01,100GE2/1/0,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_1_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE5/1/1,M2B-LHR-KLP-HRT-01,100GE2/1/0,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_2_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE5/0/0,M2B-LHR-KLP-HRT-01,50|100GE3/0/0,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_2_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE5/0/0,M2B-LHR-KLP-HRT-01,50|100GE3/0/0,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_3_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE5/0/1,M2B-LHR-KLP-HRT-01,50|100GE3/0/2,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_3_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE5/0/1,M2B-LHR-KLP-HRT-01,50|100GE3/0/2,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_4_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE9/1/0,M2B-LHR-KLP-HRT-01,50|100GE3/1/0,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_4_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE9/1/0,M2B-LHR-KLP-HRT-01,50|100GE3/1/0,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_5_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE4/0/6,M2B-LHR-KLP-HRT-01,50|100GE9/0/6,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_5_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE4/0/6,M2B-LHR-KLP-HRT-01,50|100GE9/0/6,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_6_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE4/1/0,M2B-LHR-KLP-HRT-01,50|100GE9/1/0,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_6_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE4/1/0,M2B-LHR-KLP-HRT-01,50|100GE9/1/0,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_7_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE11/1/0,M2B-LHR-KLP-HRT-01,50|100GE8/1/0,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_7_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE11/1/0,M2B-LHR-KLP-HRT-01,50|100GE8/1/0,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_8_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE11/1/2,M2B-LHR-KLP-HRT-01,50|100GE8/1/2,800G,36,0,100G,Working,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_LahoreC_1_8_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-FRF-HRT-01,50|100GE11/1/2,M2B-LHR-KLP-HRT-01,50|100GE8/1/2,800G,36,0,100G,Protection,"W: FRF-KLP (via Hamdard Chowk)
P: FRF-KLP (via Dawn Bread Factory)"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_Gujranwala_1_1_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-FRF-HRT-01,100GE 5/1/0,M2B-GJW-MGW-HRT-01,50|100 GE3/0/0,130G,32,0,100G,Working,"W: FRF-Muridkey-Gujranwala
P: FRF-Sheikupura-Gujranwala"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_Gujranwala_1_1_P,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-FRF-HRT-01,100GE 5/1/0,M2B-GJW-MGW-HRT-01,50|100 GE3/0/0,130G,32,0,100G,Protection,"W: FRF-Muridkey-Gujranwala
P: FRF-Sheikupura-Gujranwala"
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_Sahiwal_1_1_W,P-PE Link,Sahiwal,SHW0326,30.66256,73.10093,M2B-LHR-FRF-HRT-01,GigabitEthernet14/1/2,M2B-SHL-MGW-HRT-01,100GE5/1/0,100G,34,0,10G,Working,FRF-Sheikhupura-Pindibhattain-Faisalabad-Jaranwala-Tandianwala-AdaMureed-Chichawatni-Vehari-Hasilpur-Bhawalnagar-Arifwala-Sahiwal
Center A,Lahore,LHR8994,31.456142,74.326006,LahoreA_Sialkot_1_1_W,P-PE Link,Sialkot,SKT0315,32.4834,74.516,M2B-LHR-FRF-HRT-01,50|100GE14/0/6,M2B-SLK-MGW-HRT-01,100GE3/1/0,100G,35,0,10G,Working,FRF-Muridkey-Gujranwala-Sialkot
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_1_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,100GE8/1/1,M2B-LHR-FRF-HRT-03,50|100GE1/0/2,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_1_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,100GE8/1/1,M2B-LHR-FRF-HRT-03,50|100GE1/0/2,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_2_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,100GE7/0/3,M2B-LHR-FRF-HRT-03,100GE 5/0/0,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_2_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,100GE7/0/3,M2B-LHR-FRF-HRT-03,100GE 5/0/0,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_3_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE11/1/0,M2B-LHR-FRF-HRT-03,50|100GE13/1/0,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_3_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE11/1/0,M2B-LHR-FRF-HRT-03,50|100GE13/1/0,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_4_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE11/1/2,M2B-LHR-FRF-HRT-03,50|100GE13/1/2,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_4_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE11/1/2,M2B-LHR-FRF-HRT-03,50|100GE13/1/2,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_5_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE5/1/0,M2B-LHR-FRF-HRT-03,100GE1/1/0,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_5_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE5/1/0,M2B-LHR-FRF-HRT-03,100GE1/1/0,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_6_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE5/0/2,M2B-LHR-FRF-HRT-03,100GE1/1/2,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_6_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE5/0/2,M2B-LHR-FRF-HRT-03,100GE1/1/2,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_7_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE9/0/2,M2B-LHR-FRF-HRT-03,50|100GE4/1/0,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_7_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE9/0/2,M2B-LHR-FRF-HRT-03,50|100GE4/1/0,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_8_W,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE9/1/0,M2B-LHR-FRF-HRT-03,50|100GE5/1/0,800G,31,0,100G,Working,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreA_1_8_P,P-PE Link,Lahore,LHR8994,31.456142,74.326006,M2B-LHR-MCH-HRT-01,50|100GE9/1/0,M2B-LHR-FRF-HRT-03,50|100GE5/1/0,800G,31,0,100G,Protection,"W: MC-(Burried cable LDI route)-FRF
P: MC-(CLT Thokar)-FRF"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_1_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE7/0/2,M2B-LHR-KLP-HRT-02,100GE2/1/0,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_1_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE7/0/2,M2B-LHR-KLP-HRT-02,100GE2/1/0,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_2_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE8/1/0,M2B-LHR-KLP-HRT-02,50|100GE3/0/0,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_2_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE8/1/0,M2B-LHR-KLP-HRT-02,50|100GE3/0/0,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_3_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE11/0/0,M2B-LHR-KLP-HRT-02,50|100GE9/0/6,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_3_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE11/0/0,M2B-LHR-KLP-HRT-02,50|100GE9/0/6,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_4_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE11/0/2,M2B-LHR-KLP-HRT-02,50|100GE9/1/0,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_4_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE11/0/2,M2B-LHR-KLP-HRT-02,50|100GE9/1/0,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_5_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE8/0/0,M2B-LHR-KLP-HRT-02,50|100GE3/0/2,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
