Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_5_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE8/0/0,M2B-LHR-KLP-HRT-02,50|100GE3/0/2,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_6_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE8/0/1,M2B-LHR-KLP-HRT-02,50|100GE3/1/0,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_6_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,100GE8/0/1,M2B-LHR-KLP-HRT-02,50|100GE3/1/0,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_7_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE9/1/2,M2B-LHR-KLP-HRT-02,50|100GE8/1/0,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_7_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE9/1/2,M2B-LHR-KLP-HRT-02,50|100GE8/1/0,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_8_W,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE10/0/0,M2B-LHR-KLP-HRT-02,50|100GE8/1/2,800G,36,0,100G,Working,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_LahoreC_1_8_P,P-PE Link,Lahore,LHR1183,31.4424,74.3233,M2B-LHR-MCH-HRT-01,50|100GE10/0/0,M2B-LHR-KLP-HRT-02,50|100GE8/1/2,800G,36,0,100G,Protection,"W: MCH-KLP (via Johar Town)
P: MCH-KLP (via Wateen ODF)"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Gujranwala_1_1_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-MCH-HRT-01,GigabitEthernet 3/0/0,M2B-GJW-MGW-HRT-02,GigabitEthernet 4/0/2,140 G,32,0,10G,Working,MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Vehari-Chichawatni-Khanewal-TobaTekSingh-Faisalabad-Pindibhattain-Salem-Balksar-VSAT-Islamabad-GujarKhan-Jehlum-Gujrat-Sialkot-Gujranwala
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Gujranwala_1_2_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-MCH-HRT-01,GigabitEthernet 3/0/1,M2B-GJW-MGW-HRT-02,GigabitEthernet 4/0/3,140 G,32,0,10G,Working,MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Vehari-Chichawatni-Khanewal-TobaTekSingh-Faisalabad-Pindibhattain-Salem-Balksar-VSAT-Islamabad-GujarKhan-Jehlum-Gujrat-Sialkot-Gujranwala
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Gujranwala_1_3_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-MCH-HRT-01,Gig 3/0/6,M2B-GJW-MGW-HRT-02,GigabitEthernet1/0/11,140 G,32,0,10G,Working,MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Vehari-Chichawatni-Khanewal-TobaTekSingh-Faisalabad-Pindibhattain-Salem-Balksar-VSAT-Islamabad-GujarKhan-Jehlum-Gujrat-Sialkot-Gujranwala
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Gujranwala_1_4_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-MCH-HRT-01,Gig3/0/9,M2B-GJW-MGW-HRT-02,GigabitEthernet1/0/14,140 G,32,0,10G,Working,MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Vehari-Chichawatni-Khanewal-TobaTekSingh-Faisalabad-Pindibhattain-Salem-Balksar-VSAT-Islamabad-GujarKhan-Jehlum-Gujrat-Sialkot-Gujranwala
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Gujranwala_2_1_W,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-MCH-HRT-01,50|100GE5/0/0,M2B-GJW-MGW-HRT-02,100GE3/0/0,140 G,32,0,100G,Working,"W: MC-FRF-Muridkey-Gujranwala
P: MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Vehari-Chichawatni-Khanewal-TobaTekSingh-Faisalabad-Pindibhattain-Sheikupura-Gujranwala"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Gujranwala_2_1_P,P-PE Link,Gujranwala,GUJ3302,32.2052,74.1749,M2B-LHR-MCH-HRT-01,50|100GE5/0/0,M2B-GJW-MGW-HRT-02,100GE3/0/0,140 G,32,0,100G,Protection,"W: MC-FRF-Muridkey-Gujranwala
P: MC-Pattoki-Okara-Sahiwal-Bhawalnagar-Hasilpur-Vehari-Chichawatni-Khanewal-TobaTekSingh-Faisalabad-Pindibhattain-Sheikupura-Gujranwala"
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Sahiwal_1_1_W,P-PE Link,Sahiwal,SHW0326,30.66256,73.10093,M2B-LHR-MCH-HRT-01,50|100GE10/1/2,M2B-SHL-MGW-HRT-02,100GE5/1/0,100G,34,0,10G,Working,MC-Pattoki-Okara-Sahiwal
Center A,Lahore,RUR3054,31.3968,74.2335,LahoreB_Sialkot_1_1_W,P-PE Link,Sialkot,SKT0315,32.4834,74.516,M2B-LHR-MCH-HRT-01,50|100GE10/1/0,M2B-SLK-MGW-HRT-02,100GE3/1/0,100G,35,0,10G,Working,MC-Pattoki-Okara-Sahiwal-Arifwala-Bhawalnagar-Hasilpur-Vehari-Chichawatni-AdaMureed-Tandianwala-Jaranwala-Faisalabad-PindiBhattian-Salem-MandiBahauddin-Phalia-Pharianwali-Gujrat-Wazirabad-Sialkot
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_2_1_W,P-PE Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,GigabitEthernet4/0/5,M2B-PSH-MGW-HRT-02,GigabitEthernet4/0/1,140G,34,0,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar 
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_2_2_W,P-PE Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,GigabitEthernet4/0/11,M2B-PSH-MGW-HRT-02,GigabitEthernet4/0/11,140G,34,0,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_2_3_W,P-PE Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,GigabitEthernet4/0/9,M2B-PSH-MGW-HRT-02,Gig5/0/6,140G,34,0,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_2_4_W,P-PE Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,Gig5/0/0,M2B-PSH-MGW-HRT-02,Gig6/0/1,140G,34,0,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_2_5_W,P-PE Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,100GE1/0/1,M2B-PSH-MGW-HRT-02,50|100GE7/0/2 ,140G,34,0,100G,Working,"W: Islamabad-Taxila-Kamra-Nowshera-Mardan-Charsadda-Peshawar
P: Islamabad-Fatehjang-Mathial-Kohat-Peshawar"
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Peshawar_2_5_P,P-PE Link,Peshawar,PSH0319,33.97515,71.56509,M2B-ISB-MSC5-HRT-01,100GE1/0/1,M2B-PSH-MGW-HRT-02,50|100GE7/0/2 ,140G,34,0,100G,Protection,"W: Islamabad-Taxila-Kamra-Nowshera-Mardan-Charsadda-Peshawar
P: Islamabad-Fatehjang-Mathial-Kohat-Peshawar"
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_VSAT_1_1_W,P-PE Link,VSAT,HWY7863,33.59014,72.87115,M2B-ISB-MSC5-HRT-01,GigabitEthernet4/0/4 ,M2B-ISB-VSAT-HRT-01,GigabitEthernet2/0/1,10 G,31,0,10G,Working,Islamabad-VSAT
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Mardan_1_1_W,P-PE Link,Mardan,MGW0001,34.183,72.0422,M2B-ISB-MSC5-HRT-01,GigabitEthernet3/0/0,M2B-MRD-MGW-HRT-01,GigabitEthernet2/0/1,3 G,32,0,1.25G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Mardan_1_2_W,P-PE Link,Mardan,MGW0001,34.183,72.0422,M2B-ISB-MSC5-HRT-01,GigabitEthernet3/0/1,M2B-MRD-MGW-HRT-01,GigabitEthernet2/0/2,3 G,32,0,1.25G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_Mardan_1_3_W,P-PE Link,Mardan,MGW0001,34.183,72.0422,M2B-ISB-MSC5-HRT-01,GigabitEthernet3/0/2,M2B-MRD-MGW-HRT-01,GigabitEthernet2/0/3,3 G,32,0,1.25G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_1_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE12/0/0,M2B-WA-ISB-I9-HRT-01,100GE2/0/3,500G,6,0,100G,Working,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_1_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE12/0/0,M2B-WA-ISB-I9-HRT-01,100GE2/0/3,500G,6,0,100G,Protection,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_2_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE15/0/0,M2B-WA-ISB-I9-HRT-01,100GE4/0/0,500G,6,,100G,Working,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_2_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE15/0/0,M2B-WA-ISB-I9-HRT-01,100GE4/0/0,500G,6,,100G,Protection,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_3_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE15/1/0,M2B-WA-ISB-I9-HRT-01,100GE4/1/0,500G,6,,100G,Working,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_3_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE15/1/0,M2B-WA-ISB-I9-HRT-01,100GE4/1/0,500G,6,,100G,Protection,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_4_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE6/1/0,M2B-WA-ISB-I9-HRT-01,50|100GE6/1/0,500G,6,,100G,Working,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_4_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE6/1/0,M2B-WA-ISB-I9-HRT-01,50|100GE6/1/0,500G,6,,100G,Protection,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_5_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE6/1/2,M2B-WA-ISB-I9-HRT-01,50|100GE8/0/2,500G,6,,100G,Working,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_1_5_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-02,50|100GE6/1/2,M2B-WA-ISB-I9-HRT-01,50|100GE8/0/2,500G,6,,100G,Protection,W: I10-I9 (via Direct Link) P: I10-I9 (via TP MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_1_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,50|100GE12/0/0,M2B-WA-ISB-I9-HRT-02,100GE2/0/3,500G,6,0,100G,Working,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_1_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,50|100GE12/0/0,M2B-WA-ISB-I9-HRT-02,100GE2/0/3,500G,6,0,100G,Protection,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_2_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,50|100GE15/0/0,M2B-WA-ISB-I9-HRT-02,100GE4/0/0,500G,6,,100G,Working,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_2_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,50|100GE15/0/0,M2B-WA-ISB-I9-HRT-02,100GE4/0/0,500G,6,,100G,Protection,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_3_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,50|100GE15/1/0,M2B-WA-ISB-I9-HRT-02,100GE4/1/0,500G,6,,100G,Working,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_3_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,50|100GE15/1/0,M2B-WA-ISB-I9-HRT-02,100GE4/1/0,500G,6,,100G,Protection,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_4_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,100GE6/0/2,M2B-WA-ISB-I9-HRT-02,50|100GE6/1/0,500G,6,,100G,Working,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_4_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,100GE6/0/2,M2B-WA-ISB-I9-HRT-02,50|100GE6/1/0,500G,6,,100G,Protection,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_5_W,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,100GE6/0/3,M2B-WA-ISB-I9-HRT-02,50|100GE6/1/2,500G,6,,100G,Working,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Islamabad,ISB0362,33.65353,73.04432,IslamabadA_IslamabadB_2_5_P,P-PE Link,Islamabad,ISB02,33.65345,73.05186,M2B-ISB-MSC5-HRT-03,100GE6/0/3,M2B-WA-ISB-I9-HRT-02,50|100GE6/1/2,500G,6,,100G,Protection,W: I10-I9 (via Wateen Direct Link) P: I10-I9 (via Long Path via MSC)
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_3_1_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,GigabitEthernet4/0/0,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet5/0/9,170G,30,0,10G,Working,Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_3_2_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,GigabitEthernet6/0/0,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet16/0/15,170G,30,0,10G,Working,Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_3_3_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,GigabitEthernet6/0/2,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet16/0/6,170G,30,0,10G,Working,Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_4_1_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,GigabitEthernet5/0/8,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet11/0/9,170G,30,0,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar 
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_4_2_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,GigabitEthernet5/0/9,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet11/0/8,170G,30,0,10G,Working,Islamabad-Taxilla-Kamra-Nowshera-Mardan-Charsada-Peshawar
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_3_4_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,GigabitEthernet5/0/10,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet11/0/7,170G,30,0,10G,Working,Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_3_5_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01, Gig5/0/1,"M2B-ISB-MSC5-HRT-03
LM",GigabitEthernet16/1/0,170G,30,0,10G,Working,Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_4_3_W,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,100GE7/0/0,"M2B-ISB-MSC5-HRT-03
LM",50|100GE12/0/2,170G,30,0,100G,Working,"W: Islamabad-Taxila-Kamra-Nowshera-Mardan-Charsadda-Peshawar
P: Islamabad-FatehJang-Mithial-Kohat-Peshawar"
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_IslamabadA_4_3_P,P-PE Link,Islamabad,ISB0362,33.65353,73.04432,M2B-PSH-MGW-HRT-01,100GE7/0/0,"M2B-ISB-MSC5-HRT-03
LM",50|100GE12/0/2,170G,30,0,100G,Protection,"W: Islamabad-Taxila-Kamra-Nowshera-Mardan-Charsadda-Peshawar
P: Islamabad-FatehJang-Mithial-Kohat-Peshawar"
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_VSAT_1_1_W,P-PE Link,VSAT,HWY7863,33.59014,72.87115,M2B-PSH-MGW-HRT-01,GigabitEthernet3/0/6,M2B-ISB-VSAT-HRT-02,GigabitEthernet1/0/0 ,1G,32,0,1G,Working,"W: VSAT-Totibun-Balkasar-Salem-Gujrat-Wazirabad-Shadiwal-Jehlum-GujarKhan-Islamabad-Taxila-Kamra-Nowshera-Mardan-Charsada-Pehsawar
P: VSAT-Golra Chowk-Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Sargodha-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar"
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_VSAT_1_1_P,P-PE Link,VSAT,HWY7863,33.59014,72.87115,M2B-PSH-MGW-HRT-01,GigabitEthernet3/0/6,M2B-ISB-VSAT-HRT-02,GigabitEthernet1/0/0 ,1G,32,0,1G,Protection,"W: VSAT-Totibun-Balkasar-Salem-Gujrat-Wazirabad-Shadiwal-Jehlum-GujarKhan-Islamabad-Taxila-Kamra-Nowshera-Mardan-Charsada-Pehsawar
P: VSAT-Golra Chowk-Islamabad-VSAT-Balkasar-Salem-PindiBhattain-Sargodha-Faisalabad-Jhang-HyderbadThal-Bhakkar-DIKhan-GandiChowk-Kohat-Peshawar"
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_Mardan_1_1_W,P-PE Link,Mardan,MGW0001,34.183,72.0422,M2B-PSH-MGW-HRT-01,GigabitEthernet3/0/0,M2B-MRD-MGW-HRT-02,GigabitEthernet2/0/1,3 G,33,0,1.25G,Working,Peshawar-Charsada-Mardan
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_Mardan_2_1_W,P-PE Link,Mardan,MGW0001,34.183,72.0422,M2B-PSH-MGW-HRT-01,GigabitEthernet3/0/1,M2B-MRD-MGW-HRT-02,GigabitEthernet2/0/2,3 G,33,0,1.25G,Working,Peshawar-Charsada-Mardan
North,Peshawar,PSH0319,33.97515,71.56509,Peshawar_Mardan_3_1_W,P-PE Link,Mardan,MGW0001,34.183,72.0422,M2B-PSH-MGW-HRT-01,GigabitEthernet3/0/2,M2B-MRD-MGW-HRT-02,GigabitEthernet2/0/3,3 G,33,0,1.25G,Working,Peshawar-Charsada-Mardan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_6_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/1/5,M2B-MLT-REX-HRT-02,GigabitEthernet5/0/3,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_1_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/1/6,M2B-MLT-REX-HRT-02,GigabitEthernet5/0/2,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_2_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,GigabitEthernet15/1/10,M2B-MLT-REX-HRT-02,GigabitEthernet5/0/4,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_3_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig9/0/3,M2B-MLT-REX-HRT-02,Gig9/0/3,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_2_4_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig15/0/4,M2B-MLT-REX-HRT-02,Gig10/1/2,270G,31,0,10G,Working,Faisalabad-TobaTek Singh-Shorkot-Khanewal-WARID MSC-Multan
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_1_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig 15/0/0,M2B-MLT-REX-HRT-02,Gig5/0/7,270G,31,0,10G,Working,"P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad
W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_1_P,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig 15/0/0,M2B-MLT-REX-HRT-02,Gig5/0/7,270G,31,0,10G,Protection,"P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad
W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad"
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_4_1_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,Gig 15/0/1,M2B-MLT-REX-HRT-02,Gig5/0/8,270G,31,0,10G,Working,Multan-Lodharan-Bhawalpur-Hasilpur-Bhawalnagar-Sahiwal-Okara-Pattoki-MC-FRF-Sheikhupura-Pindbhattain-Faisalabad
Center B,Faisalabad,FSD3561,31.43824,73.13995,Faisalabad_Multan_3_2_W,P-PE Link,Multan,MSC0001,30.1907,71.4506,M2B-FSD-ZT2-HRT-01,100GE11/0/1,M2B-MLT-REX-HRT-02,100GE14/0/0,270G,31,0,100G,Working,"W: Multan-Warid MSC-Khanewal-TobaTekSingh-Faisalabad
P: Multan-Muzafargarh-KotAdduLayyah-Bhakkar-Hyderbaad Thall- Jhang- Faisalabad"
